amazon_ranking,apk_name,apk_id,amazon_category,product_id,product_name,overlap_token_count,developer_name
20,snow party wt lite,com.ratrodstudio.snowparty2lite,sports,B01AYCKMV0,Snowboard Party: World Tour,1,Maple Media
22,skater kid,com.renderedideas.skaterkid,sports,B078WR6L3K,Skater Kid,2,Rendered Ideas
23,telemundo deportes,com.nbcsports.apps.tv.telemundo,sports,B06ZZ3T4B9,Telemundo Deportes,2,NBCUniversal Media%2C LLC
24,tennis channel sinclair,com.tennischannel.tceverywhere.amazon,sports,B0124YIKY2,Tennis Channel,2,Tennis Channel
25,skate party 2,com.ratrodstudio.skateparty2lite,sports,B00K1H147U,Skateboard Party 2 Lite,1,Maple Media
27,pool free,com.amazon.rialto.cordova.webapp.webapp9ec346901a27436685d58e8d5f3dd509,sports,B01IBV8C5E,Pool Free for Fire TV,2,Two Way Media
29,direct sports network,com.directsportsnetwork.tv,sports,B076HF7HS6,Direct Sports Network,3,DeskSite
30,fishingtv,com.amazon.rialto.cordova.webapp.webapp6653a19e6c5c40d382321df8df2fd620,sports,B01D37OC82,FishingTV,1,World Channel Network Ltd
31,nfl sunday ticket,com.directv.sundayticket,sports,B00GDO9Y7M,NFL Sunday Ticket,3,DIRECTV
33,skate party 3,com.ratrodstudio.skateparty3lite,sports,B01H4N4LLE,Skateboard Party 3 Lite ft. Greg Lutzka,1,Maple Media
34,lucas oil tv,com.onemainstream.lucasoiltv.android,sports,B01B8S1GFK,Lucas Oil Racing TV,3,Lucas Oil Products%2C Inc.
35,snow party lite,com.ratrodstudio.snowpartylite,sports,B00V8DGBFQ,Snowboard Party Lite,2,Maple Media
37,hockey highlights,com.jaredharen.nobleale,sports,B07BC8PQFJ,Hockey Highlights,2,Jared Haren
38,cowboys now,com.cowboys.firetv.cowboystve,sports,B076TLVD3F,Cowboys Now,2,Dallas Cowboys
39,willow,tv.willow,sports,B00RTJLD1A,Willow,1,Cricket Acquisition Corporation
40,watch tvg,com.tvg,sports,B077922VDP,Watch TVG - Live Horse Racing,2,ODS TECHNOLOGIES%2C L.P.
42,powernation,com.rtmtv.powernationtv.firetv,sports,B013X2DXDW,PowerNation,1,RTM Productions%2C Inc.
43,njpw world,com.njpwworld.NJPWWORLD,sports,B071GYXVRM,NJPW WORLD,2,TV Asahi Corporation
44,bruins desksite,com.directsportsnetwork.bruinsdesksite,sports,B077KGRSZK,Bruins DeskSite,2,DeskSite
45,par 3 lite,com.resetgame.par3golf,sports,B004UD1ZBG,Par 3 Golf II Lite,2,RESETgame
46,myoutdoortv hunt fish shoot,com.myoutdoor.tv,sports,B07HKVKJXS,MyOutdoorTV: Hunt  Fish  Shoot,4,MyOutdoorTV
47,mls,com.amazon.rialto.cordova.webapp.webappe6b68dfab6b243bab3d3b19b468831ce,sports,B01HFO0V6Q,MLS,1,MLS
48,motogp,com.dorna.officialmotogp,sports,B07NZC2CFK,MotoGP,1,Dorna Sports SL
49,hockeytv,com.hockeytv.htv,sports,B07LGRKLTN,HockeyTV,1,HockeyTech
50,the fishing channel,com.amazon.rialto.cordova.webapp.webapp3e97e0a2beb047ad82a53215c62bbd0d,sports,B0127QHR96,The Fishing Channel,3,Lightcast.com
53,basketball hoop toss,com.ZRZ.BasketHoopNA,sports,B01N0QJKR8,Basketball Hoop Toss,3,ZRZStudio
54,vegas bowling lite,com.resetgame.vegasbowlinglite,sports,B0072O5HAA,Vegas Bowling Lite,3,RESETgame
55,tennis tv for fire tv,com.amazon.rialto.cordova.webapp.webapp31f03cfce7e14a55bd97094b46d2e0ee,sports,B01MT163CQ,Tennis TV for Fire TV,4,ATP Media
57,browns desksite,com.directsportsnetwork.brownsdesksite,sports,B07CZ3JBTL,Browns DeskSite,2,DeskSite
60,penguins desksite,com.directsportsnetwork.penguinsdesksite,sports,B077KFNNZ7,Penguins DeskSite,2,DeskSite
61,ahltv,com.hockeytv.ahl,sports,B07H5RJD84,AHLTV,1,HockeyTech
65,futbol espanol,com.amazon.futbolespanol,sports,B07N1T5STJ,Futbol Espanol,2,Cynogage
66,global wrestling network,com.fntsy.tna,sports,B01N339FQX,GLOBAL WRESTLING NETWORK,3, Fantasy Sports Network Inc.
67,avalanche desksite,com.directsportsnetwork.avalanchedesksite,sports,B077KGT2CF,Avalanche DeskSite,2,DeskSite
68,extra bases,com.amazon.extrabases,sports,B07MWGXVG7,Extra Bases,2,Cynogage
69,outside tv,com.maz.home65,sports,B01N0TG0H8,Outside TV Features,2,MAZ Digital Inc.
